Page location,Page title,Total users,Views,Sessions,url_path
https://otc-cta.gc.ca/eng/publication/flight-delays-and-cancellations-a-guide,Flight Delays and Cancellations: A Guide | Canadian Transportation Agency,114019.0,171543.0,167696.0,/publication/flight-delays-and-cancellations-a-guide
https://otc-cta.gc.ca/eng/air-travel-complaints-resolution-process,Air travel complaints resolution process | Canadian Transportation Agency,64237.0,101068.0,92296.0,/air-travel-complaints-resolution-process
https://otc-cta.gc.ca/eng/splashify-splash,Office des transports du Canada | Canadian Transportation Agency | Canadian Transportation Agency,53909.0,64787.0,58617.0,/splashify-splash
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations-highlights,Air Passenger Protection Regulations Highlights | Canadian Transportation Agency,48311.0,67616.0,64579.0,/air-passenger-protection-regulations-highlights
https://otc-cta.gc.ca/eng/complaint-and-dispute-resolution,Complaint and dispute resolution | Canadian Transportation Agency,26698.0,37712.0,31167.0,/complaint-and-dispute-resolution
https://otc-cta.gc.ca/eng/contact-us,Contact us | Canadian Transportation Agency,21177.0,31483.0,29600.0,/contact-us
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations,Air Passenger Protection Regulations | Canadian Transportation Agency,18447.0,23651.0,22551.0,/air-passenger-protection-regulations
https://otc-cta.gc.ca/eng/publication/your-travel-documents,Access denied | Canadian Transportation Agency,15031.0,17646.0,16166.0,/publication/your-travel-documents
https://otc-cta.gc.ca/eng/air-travel-complaints-overview,Air travel complaints overview | Canadian Transportation Agency,12258.0,16149.0,15696.0,/air-travel-complaints-overview
https://otc-cta.gc.ca/eng/training-videos-how-assist-persons-disabilities,Training videos on how to assist persons with disabilities | Canadian Transportation Agency,9546.0,21164.0,17488.0,/training-videos-how-assist-persons-disabilities
https://otc-cta.gc.ca/eng/airline-labour-disruptions-what-passengers-should-know,Airline labour disruptions – what passengers should know | Canadian Transportation Agency,7868.0,12906.0,9709.0,/airline-labour-disruptions-what-passengers-should-know
https://otc-cta.gc.ca/eng/home,Canadian Transportation Agency,7701.0,10898.0,9871.0,/home
https://otc-cta.gc.ca/eng/publication/denied-boarding-a-guide,Denied Boarding: A Guide | Canadian Transportation Agency,6212.0,9083.0,8980.0,/publication/denied-boarding-a-guide
https://otc-cta.gc.ca/eng/,Canadian Transportation Agency,5105.0,5960.0,5786.0,/
https://otc-cta.gc.ca/eng/publication/service-dogs-a-guide,Service dogs: A Guide | Canadian Transportation Agency,4584.0,6671.0,6521.0,/publication/service-dogs-a-guide
https://otc-cta.gc.ca/eng/accessible-transportation,Accessible transportation | Canadian Transportation Agency,4395.0,9378.0,5922.0,/accessible-transportation
https://otc-cta.gc.ca/eng/air-transportation,Air transportation | Canadian Transportation Agency,4326.0,5394.0,5195.0,/air-transportation
https://otc-cta.gc.ca/eng/publication/tarmac-delay-standards-treatment-and-disembarkation-a-guide,Tarmac Delay Standards of Treatment and Disembarkation: A Guide | Canadian Transportation Agency,3606.0,4427.0,4435.0,/publication/tarmac-delay-standards-treatment-and-disembarkation-a-guide
https://otc-cta.gc.ca/eng/news,News | Canadian Transportation Agency,3428.0,4943.0,4521.0,/news
https://otc-cta.gc.ca/eng/national-transportation-system,National transportation system | Canadian Transportation Agency,3366.0,7330.0,4492.0,/national-transportation-system
https://otc-cta.gc.ca/eng/publication/seating-children-accompanying-passenger-airplane-a-guide,Seating of Children with an Accompanying Passenger on an Airplane: A Guide | Canadian Transportation Agency,3216.0,4302.0,4446.0,/publication/seating-children-accompanying-passenger-airplane-a-guide
https://otc-cta.gc.ca/eng/training-transportation-service-providers-how-assist-persons-disabilities,Training for transportation service providers on how to assist persons with disabilities | Canadian Transportation Agency,3183.0,6724.0,5135.0,/training-transportation-service-providers-how-assist-persons-disabilities
https://otc-cta.gc.ca/eng/consultations,Consultations | Canadian Transportation Agency,3128.0,9204.0,5274.0,/consultations
https://otc-cta.gc.ca/eng/compliance-enforcement,Compliance monitoring and enforcement | Canadian Transportation Agency,2867.0,6900.0,3622.0,/compliance-enforcement
https://otc-cta.gc.ca/eng/content/new-refund-regulations-now-force,New refund regulations now in force | Canadian Transportation Agency,2620.0,3105.0,3002.0,/content/new-refund-regulations-now-force
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,2519.0,4338.0,3881.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/air-travel-complaints-100-flights-airline,Air travel complaints per 100 flights – by airline | Canadian Transportation Agency,1959.0,4378.0,2141.0,/air-travel-complaints-100-flights-airline
https://otc-cta.gc.ca/eng/air-travel-complaints,Access denied | Canadian Transportation Agency,1901.0,2503.0,2119.0,/air-travel-complaints
https://otc-cta.gc.ca/eng/summaries-enforcement-actions,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,1753.0,2933.0,2654.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/publication/at-heart-transportation-a-moving-history,At the Heart of Transportation: A Moving History | Canadian Transportation Agency,1697.0,2083.0,2034.0,/publication/at-heart-transportation-a-moving-history
https://otc-cta.gc.ca/eng/rail-transportation,Rail transportation | Canadian Transportation Agency,1590.0,2217.0,2065.0,/rail-transportation
https://otc-cta.gc.ca/eng/publication/guide-railway-charges-crossing-maintenance-and-construction-2023,Guide to Railway Charges for Crossing Maintenance and Construction 2023 | Canadian Transportation Agency,1315.0,2201.0,2299.0,/publication/guide-railway-charges-crossing-maintenance-and-construction-2023
https://otc-cta.gc.ca/eng/publications,Publications | Canadian Transportation Agency,1264.0,1788.0,1625.0,/publications
https://otc-cta.gc.ca/eng/our-organization/chair-and-ceo,Chair and CEO | Canadian Transportation Agency,1163.0,1397.0,1374.0,/our-organization/chair-and-ceo
https://otc-cta.gc.ca/eng/content/westjet-penalized-violations-appr-0,WestJet penalized for violations of the APPR | Canadian Transportation Agency,1101.0,1284.0,1238.0,/content/westjet-penalized-violations-appr-0
https://otc-cta.gc.ca/eng/content/flair-airlines-ltd-penalized-violations-appr,Flair Airlines Ltd. penalized for violations of the APPR | Canadian Transportation Agency,1016.0,1247.0,1105.0,/content/flair-airlines-ltd-penalized-violations-appr
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance,Notices of rail line discontinuance | Canadian Transportation Agency,1003.0,1351.0,1301.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/publication/annual-report-2024-2025,Annual Report 2024–2025 | Canadian Transportation Agency,765.0,1033.0,1041.0,/publication/annual-report-2024-2025
https://otc-cta.gc.ca/eng/content/westjet-penalized-violations-appr,WestJet penalized for violations of the APPR | Canadian Transportation Agency,722.0,938.0,815.0,/content/westjet-penalized-violations-appr
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations-regulatory-impact-analysis-statement,Air Passenger Protection Regulations - Regulatory Impact Analysis Statement | Canadian Transportation Agency,699.0,993.0,1003.0,/air-passenger-protection-regulations-regulatory-impact-analysis-statement
https://otc-cta.gc.ca/eng/content/porter-airlines-penalized-violations-appr,Porter Airlines penalized for violations of the APPR | Canadian Transportation Agency,693.0,834.0,795.0,/content/porter-airlines-penalized-violations-appr
https://otc-cta.gc.ca/eng/publication/interline-baggage-rules-canada-interpretation-note,Interline Baggage Rules for Canada: Interpretation Note | Canadian Transportation Agency,615.0,936.0,928.0,/publication/interline-baggage-rules-canada-interpretation-note
https://otc-cta.gc.ca/eng/corporate-reports,Corporate reports | Canadian Transportation Agency,581.0,841.0,747.0,/corporate-reports
https://otc-cta.gc.ca/eng/monetary-penalty-framework,Monetary Penalty Framework | Canadian Transportation Agency,563.0,809.0,830.0,/monetary-penalty-framework
https://otc-cta.gc.ca/eng/consultation/baffinland-steensby-railway-consultation,Baffinland Steensby Railway Consultation | Canadian Transportation Agency,500.0,698.0,718.0,/consultation/baffinland-steensby-railway-consultation
https://otc-cta.gc.ca/eng/consultation/lac-megantic-bypass-railway-consultation,Consultation on the Application for Authorization of the Lac-Mégantic Rail Bypass Project | Canadian Transportation Agency,498.0,1082.0,1033.0,/consultation/lac-megantic-bypass-railway-consultation
https://otc-cta.gc.ca/eng/consultation/consultation-on-commercial-market-factors-to-be-considered-in-determining-fair-and-reasonable-interswitching-rates,Consultation on commercial market factors to be considered in determining fair and reasonable interswitching rates | Canadian Transportation Agency,491.0,954.0,1035.0,/consultation/consultation-on-commercial-market-factors-to-be-considered-in-determining-fair-and-reasonable-interswitching-rates
https://otc-cta.gc.ca/eng/transfer-and-discontinuance-railway-lines,Transfer and discontinuance of railway lines | Canadian Transportation Agency,487.0,685.0,669.0,/transfer-and-discontinuance-railway-lines
https://otc-cta.gc.ca/eng/accessible-transportation-complaints-help-line,Accessible transportation complaints help line | Canadian Transportation Agency,473.0,1187.0,548.0,/accessible-transportation-complaints-help-line
https://otc-cta.gc.ca/eng/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd,Bakers Narrows Lodge (Bakers Narrows Air Service Ltd.) | Canadian Transportation Agency,471.0,774.0,669.0,/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd
https://otc-cta.gc.ca/eng/publication/canadian-transportation-agencys-2025-2026-departmental-plan,Departmental Plan 2025-2026 | Canadian Transportation Agency,435.0,541.0,544.0,/publication/canadian-transportation-agencys-2025-2026-departmental-plan
https://otc-cta.gc.ca/eng/accessible-transportation-guides,Accessible transportation guides | Canadian Transportation Agency,433.0,540.0,541.0,/accessible-transportation-guides
https://otc-cta.gc.ca/eng/publication/aircraft-accessibility-persons-with-disabilities-code-practice-fixed-wing-aircraft-with,Aircraft Accessibility for Persons with Disabilities: Code of Practice for Fixed-Wing Aircraft with 30 or More Passenger Seats | Canadian Transportation Agency,420.0,588.0,595.0,/publication/aircraft-accessibility-persons-with-disabilities-code-practice-fixed-wing-aircraft-with
https://otc-cta.gc.ca/eng/publication/archived-types-and-categories-flight-disruption-a-guide,Access denied | Canadian Transportation Agency,420.0,504.0,446.0,/publication/archived-types-and-categories-flight-disruption-a-guide
https://otc-cta.gc.ca/eng/publication/non-canadian-air-carrier-licence-application-guide,Non-Canadian Air Carrier Licence Application Guide | Canadian Transportation Agency,406.0,768.0,730.0,/publication/non-canadian-air-carrier-licence-application-guide
https://otc-cta.gc.ca/eng/marine-transportation,Marine transportation | Canadian Transportation Agency,398.0,653.0,610.0,/marine-transportation
https://otc-cta.gc.ca/eng/publication/red-tape-review-progress-report-canadian-transportation-agency-2025,Red Tape Review Progress Report – Canadian Transportation Agency – 2025 | Canadian Transportation Agency,393.0,535.0,553.0,/publication/red-tape-review-progress-report-canadian-transportation-agency-2025
https://otc-cta.gc.ca/eng/content/air-canada-penalized-violations-appr-during-august-2025-labour-disruption,Air Canada penalized for violations of the APPR during the August 2025 labour disruption | Canadian Transportation Agency,389.0,482.0,469.0,/content/air-canada-penalized-violations-appr-during-august-2025-labour-disruption
https://otc-cta.gc.ca/eng/interline-baggage-rules-canada,Interline Baggage Rules for Canada | Canadian Transportation Agency,337.0,438.0,438.0,/interline-baggage-rules-canada
https://otc-cta.gc.ca/eng/consultation/2024-interswitching-consultation,2024 Interswitching consultation | Canadian Transportation Agency,305.0,625.0,569.0,/consultation/2024-interswitching-consultation
https://otc-cta.gc.ca/eng/best-practices-indoor-relief-areas-service-dogs-terminals,Best Practices for Indoor Relief Areas for Service Dogs in Terminals | Canadian Transportation Agency,291.0,410.0,447.0,/best-practices-indoor-relief-areas-service-dogs-terminals
https://otc-cta.gc.ca/eng/rail-transportation-news,Rail transportation news | Canadian Transportation Agency,286.0,324.0,319.0,/rail-transportation-news
https://otc-cta.gc.ca/eng/content/canadian-transportation-agency-publishes-its-red-tape-review-report,Canadian Transportation Agency publishes its Red Tape Review Report | Canadian Transportation Agency,285.0,318.0,310.0,/content/canadian-transportation-agency-publishes-its-red-tape-review-report
https://otc-cta.gc.ca/eng/speeches,Speeches and articles | Canadian Transportation Agency,282.0,311.0,297.0,/speeches
https://otc-cta.gc.ca/eng/content/new-refund-regulations,New refund regulations | Canadian Transportation Agency,269.0,315.0,317.0,/content/new-refund-regulations
https://otc-cta.gc.ca/eng/federal-railway-companies,Access denied | Canadian Transportation Agency,265.0,311.0,284.0,/federal-railway-companies
https://otc-cta.gc.ca/eng/publication/accessibility-plan-2023-2025,Accessibility Plan 2023-2025 | Canadian Transportation Agency,258.0,442.0,336.0,/publication/accessibility-plan-2023-2025
https://otc-cta.gc.ca/eng/disputes-about-road-utility-and-private-crossings,"Disputes about road, utility and private crossings | Canadian Transportation Agency",252.0,389.0,328.0,/disputes-about-road-utility-and-private-crossings
https://otc-cta.gc.ca/eng/splah-page-megantic,splah page megantic | Canadian Transportation Agency,248.0,522.0,433.0,/splah-page-megantic
https://otc-cta.gc.ca/eng/publication/air-transportation-regulations-air-services-price-advertising-interpretation-note,Air Transportation Regulations – Air Services Price Advertising: Interpretation Note | Canadian Transportation Agency,246.0,456.0,475.0,/publication/air-transportation-regulations-air-services-price-advertising-interpretation-note
https://otc-cta.gc.ca/eng/publication/accessibility-plan-2026-2028,Accessibility plan 2026-2028 | Canadian Transportation Agency,224.0,401.0,419.0,/publication/accessibility-plan-2026-2028
https://otc-cta.gc.ca/eng/content/flair-airlines-penalized-violations-appr,Flair Airlines penalized for violations of the APPR | Canadian Transportation Agency,210.0,246.0,229.0,/content/flair-airlines-penalized-violations-appr
https://otc-cta.gc.ca/eng/content/important-information-westjet-customers,Important information for WestJet customers | Canadian Transportation Agency,210.0,258.0,264.0,/content/important-information-westjet-customers
https://otc-cta.gc.ca/eng/publication/design-a-job-aid-airline-handlers-a-system-safe-handling-and-stowage-mobility-aids,Design of a job aid for airline handlers: a system for the safe handling and stowage of mobility aids during air travel | Canadian Transportation Agency,197.0,357.0,347.0,/publication/design-a-job-aid-airline-handlers-a-system-safe-handling-and-stowage-mobility-aids
https://otc-cta.gc.ca/eng/air-transportation-guides,Air transportation guides | Canadian Transportation Agency,193.0,288.0,274.0,/air-transportation-guides
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations?lid=u385363fleas,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,188.0,200.0,195.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/publication/mobility-aids-and-air-travel-final-report,Mobility Aids and Air Travel Final Report | Canadian Transportation Agency,180.0,255.0,254.0,/publication/mobility-aids-and-air-travel-final-report
https://otc-cta.gc.ca/eng/statement-vouchers,Statement on Vouchers | Canadian Transportation Agency,180.0,215.0,214.0,/statement-vouchers
https://otc-cta.gc.ca/eng/organization-and-mandate,Access denied | Canadian Transportation Agency,179.0,234.0,192.0,/organization-and-mandate
https://otc-cta.gc.ca/eng/publication/canadian-transportation-agencys-2025-2026-departmental-plan-at-a-glance,Canadian Transportation Agency’s 2025-2026 Departmental plan: At a glance | Canadian Transportation Agency,178.0,222.0,209.0,/publication/canadian-transportation-agencys-2025-2026-departmental-plan-at-a-glance
https://otc-cta.gc.ca/eng/publication/removing-communication-barriers-travellers-with-disabilities-code-practice,Removing Communication Barriers for Travellers with Disabilities: Code of Practice | Canadian Transportation Agency,158.0,208.0,206.0,/publication/removing-communication-barriers-travellers-with-disabilities-code-practice
https://otc-cta.gc.ca/eng/rail-transportation-guides,Rail transportation guides | Canadian Transportation Agency,158.0,209.0,194.0,/rail-transportation-guides
https://otc-cta.gc.ca/eng/rail-related-crossings,Agreements: railway crossings and construction | Canadian Transportation Agency,148.0,179.0,170.0,/rail-related-crossings
https://otc-cta.gc.ca/eng/air-transportation-news,Air transportation news | Canadian Transportation Agency,145.0,171.0,165.0,/air-transportation-news
https://otc-cta.gc.ca/eng/publication/long-haul-interswitching-a-guide,Long-Haul Interswitching: A guide for freight rail shippers and federal railway companies | Canadian Transportation Agency,143.0,231.0,244.0,/publication/long-haul-interswitching-a-guide
https://otc-cta.gc.ca/eng/publication/ferry-accessibility-persons-with-disabilities-code-practice,Ferry Accessibility for Persons with Disabilities: Code of Practice | Canadian Transportation Agency,140.0,187.0,187.0,/publication/ferry-accessibility-persons-with-disabilities-code-practice
https://otc-cta.gc.ca/eng/consultation/cn-jansen-spur-consultation,CN Jansen Spur Consultation | Canadian Transportation Agency,132.0,159.0,152.0,/consultation/cn-jansen-spur-consultation
https://otc-cta.gc.ca/eng/air-travel-complaints-100-flights-airline-october-2024-september-2025,Air travel complaints per 100 flights – by airline – October 2024 to September 2025 | Canadian Transportation Agency,131.0,147.0,153.0,/air-travel-complaints-100-flights-airline-october-2024-september-2025
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations?lid=gebsbbphyffe,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,127.0,136.0,132.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/publication/archived-communicating-key-information-passengers-a-guide,Access denied | Canadian Transportation Agency,115.0,144.0,125.0,/publication/archived-communicating-key-information-passengers-a-guide
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations?lid=jtpuqj9c8a86,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,113.0,115.0,115.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/publication/annotated-dispute-adjudication-rules/,Annotated Dispute Adjudication Rules | Canadian Transportation Agency,111.0,210.0,186.0,/publication/annotated-dispute-adjudication-rules/
https://otc-cta.gc.ca/eng/faqs-accessible-transportation-planning-and-reporting-regulations,FAQs: Accessible Transportation Planning and Reporting Regulations | Canadian Transportation Agency,109.0,144.0,148.0,/faqs-accessible-transportation-planning-and-reporting-regulations
https://otc-cta.gc.ca/eng/our-organization/chair,Chair | Canadian Transportation Agency,107.0,161.0,134.0,/our-organization/chair
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_railway&sort=asc,Notices of rail line discontinuance | Canadian Transportation Agency,102.0,130.0,119.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/enforcement-news,Enforcement news | Canadian Transportation Agency,101.0,135.0,124.0,/enforcement-news
https://otc-cta.gc.ca/eng/submissions-consultation-proposal-air-travel-complaints-fee,Submissions: Consultation on Proposal for Air Travel Complaints Fee | Canadian Transportation Agency,101.0,209.0,149.0,/submissions-consultation-proposal-air-travel-complaints-fee
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations/,Air Passenger Protection Regulations | Canadian Transportation Agency,97.0,110.0,109.0,/air-passenger-protection-regulations/
https://otc-cta.gc.ca/eng/accessible-transportation-news,Accessible transportation news | Canadian Transportation Agency,93.0,112.0,104.0,/accessible-transportation-news
https://otc-cta.gc.ca/eng/content/cta-announces-volume-related-composite-price-indices-crop-year-2026-2027-cn-and-cpkc,CTA announces Volume-Related Composite Price Indices for Crop Year 2026–2027 for CN and CPKC | Canadian Transportation Agency,93.0,865.0,138.0,/content/cta-announces-volume-related-composite-price-indices-crop-year-2026-2027-cn-and-cpkc
https://otc-cta.gc.ca/eng/enforcement-action/air-canada-26,Air Canada | Canadian Transportation Agency,93.0,127.0,115.0,/enforcement-action/air-canada-26
https://otc-cta.gc.ca/eng/publication/archived-flight-delays-and-cancellations-a-guide,Access denied | Canadian Transportation Agency,93.0,93.0,94.0,/publication/archived-flight-delays-and-cancellations-a-guide
https://otc-cta.gc.ca/eng/content/cta-101-introducing-a-job-aid-enhance-safe-handling-and-stowage-mobility-aids-during-air,CTA 101 - Introducing a job aid to enhance the safe handling and stowage of mobility aids during air travel | Canadian Transportation Agency,84.0,1003.0,137.0,/content/cta-101-introducing-a-job-aid-enhance-safe-handling-and-stowage-mobility-aids-during-air
https://otc-cta.gc.ca/eng/enforcement-action/qatar-airways-qcsc-0,Access denied | Canadian Transportation Agency,82.0,83.0,82.0,/enforcement-action/qatar-airways-qcsc-0
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations-highlights/,Air Passenger Protection Regulations Highlights | Canadian Transportation Agency,81.0,102.0,111.0,/air-passenger-protection-regulations-highlights/
https://otc-cta.gc.ca/eng/all-sample-tariffs-airlines,All sample tariffs for airlines | Canadian Transportation Agency,81.0,116.0,105.0,/all-sample-tariffs-airlines
https://otc-cta.gc.ca/eng/enforcement-action/flight-network,Access denied | Canadian Transportation Agency,79.0,77.0,79.0,/enforcement-action/flight-network
https://otc-cta.gc.ca/eng/enforcement-action/etihad-airways-pjsc,Access denied | Canadian Transportation Agency,73.0,73.0,72.0,/enforcement-action/etihad-airways-pjsc
https://otc-cta.gc.ca/eng/enforcement-action/rsh-travel-inc,Access denied | Canadian Transportation Agency,73.0,72.0,73.0,/enforcement-action/rsh-travel-inc
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_effective_date_nd&sort=desc,Notices of rail line discontinuance | Canadian Transportation Agency,73.0,88.0,88.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/enforcement-action/2282476-ontario-inc-new-pioneer-travel,Access denied | Canadian Transportation Agency,71.0,71.0,71.0,/enforcement-action/2282476-ontario-inc-new-pioneer-travel
https://otc-cta.gc.ca/eng/enforcement-action/734758-ontario-ltd-flyfar,Access denied | Canadian Transportation Agency,71.0,70.0,71.0,/enforcement-action/734758-ontario-ltd-flyfar
https://otc-cta.gc.ca/eng/enforcement-action/aklak-inc-aklak-air,Access denied | Canadian Transportation Agency,70.0,70.0,70.0,/enforcement-action/aklak-inc-aklak-air
https://otc-cta.gc.ca/eng/enforcement-action/porter-airlines-inc-0,Access denied | Canadian Transportation Agency,69.0,69.0,69.0,/enforcement-action/porter-airlines-inc-0
https://otc-cta.gc.ca/eng/consultation/accessible-transportation-consultation,Accessible transportation regulations | Canadian Transportation Agency,66.0,80.0,73.0,/consultation/accessible-transportation-consultation
https://otc-cta.gc.ca/eng/enforcement-action/personas-y-paquetes-por-aire-sa-cv,Access denied | Canadian Transportation Agency,66.0,66.0,66.0,/enforcement-action/personas-y-paquetes-por-aire-sa-cv
https://otc-cta.gc.ca/eng/enforcement-action/pascan-aviation-inc,Access denied | Canadian Transportation Agency,65.0,63.0,65.0,/enforcement-action/pascan-aviation-inc
https://otc-cta.gc.ca/eng/enforcement-action/aerovias-del-continente-americano-sa-avianca-0,Access denied | Canadian Transportation Agency,64.0,64.0,64.0,/enforcement-action/aerovias-del-continente-americano-sa-avianca-0
https://otc-cta.gc.ca/eng/types-contraventions-air,Access denied | Canadian Transportation Agency,64.0,63.0,64.0,/types-contraventions-air
https://otc-cta.gc.ca/eng/enforcement-action/air-labrador-limited-0,Access denied | Canadian Transportation Agency,61.0,59.0,61.0,/enforcement-action/air-labrador-limited-0
https://otc-cta.gc.ca/eng/agency-approved-cost-capital-rates-transportation-western-grain,Agency approved cost of capital rates for transportation of Western grain | Canadian Transportation Agency,59.0,103.0,104.0,/agency-approved-cost-capital-rates-transportation-western-grain
https://otc-cta.gc.ca/eng/consultation/air-transportation-consultation,Air transportation regulations | Canadian Transportation Agency,59.0,76.0,77.0,/consultation/air-transportation-consultation
https://otc-cta.gc.ca/eng/marine-transportation-guides,Marine transportation guides | Canadian Transportation Agency,59.0,87.0,67.0,/marine-transportation-guides
https://otc-cta.gc.ca/eng/air-transportation-guides?page=1,Air transportation guides | Canadian Transportation Agency,58.0,92.0,87.0,/air-transportation-guides
https://otc-cta.gc.ca/eng/enforcement-action/unaalik-aviation-2004-inc,Access denied | Canadian Transportation Agency,58.0,58.0,58.0,/enforcement-action/unaalik-aviation-2004-inc
https://otc-cta.gc.ca/eng/enforcement-action/paragon-travel-agency-ltd,Access denied | Canadian Transportation Agency,57.0,55.0,57.0,/enforcement-action/paragon-travel-agency-ltd
https://otc-cta.gc.ca/eng/publications?page=1,Publications | Canadian Transportation Agency,56.0,59.0,56.0,/publications
https://otc-cta.gc.ca/eng/rail-transportation-guides?page=1,Rail transportation guides | Canadian Transportation Agency,55.0,67.0,60.0,/rail-transportation-guides
https://otc-cta.gc.ca/eng/enforcement-action/aerovias-del-continente-americano-sa-avianca-1,Access denied | Canadian Transportation Agency,54.0,53.0,54.0,/enforcement-action/aerovias-del-continente-americano-sa-avianca-1
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_effective_date_nd&sort=asc,Notices of rail line discontinuance | Canadian Transportation Agency,54.0,68.0,57.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/enforcement-action/air-china-limited-0,Access denied | Canadian Transportation Agency,53.0,52.0,53.0,/enforcement-action/air-china-limited-0
https://otc-cta.gc.ca/eng/enforcement-action/american-jets-inc,Access denied | Canadian Transportation Agency,53.0,52.0,53.0,/enforcement-action/american-jets-inc
https://otc-cta.gc.ca/eng/enforcement-action/nexus-holidays-toronto-inc,Access denied | Canadian Transportation Agency,53.0,52.0,53.0,/enforcement-action/nexus-holidays-toronto-inc
https://otc-cta.gc.ca/eng/enforcement-action/evasion-air-elite-inc,Access denied | Canadian Transportation Agency,52.0,52.0,52.0,/enforcement-action/evasion-air-elite-inc
https://otc-cta.gc.ca/eng/speeches?page=1,Speeches and articles | Canadian Transportation Agency,51.0,52.0,51.0,/speeches
https://otc-cta.gc.ca/eng/air-travel-complaints-overview?wbdisable=false,Air travel complaints overview | Canadian Transportation Agency,50.0,54.0,52.0,/air-travel-complaints-overview
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations?lid=jmarbvcqqrii,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,49.0,54.0,52.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/enforcement-action/air-north-training-ltd,Access denied | Canadian Transportation Agency,49.0,48.0,49.0,/enforcement-action/air-north-training-ltd
https://otc-cta.gc.ca/eng/home,Canadian Transportation Agency | Canadian Transportation Agency,48.0,60.0,50.0,/home
https://otc-cta.gc.ca/eng/publication/canadian-transportation-agencys-2023-24-departmental-results-report,Canadian Transportation Agency's 2023-24 Departmental results report | Canadian Transportation Agency,47.0,56.0,61.0,/publication/canadian-transportation-agencys-2023-24-departmental-results-report
https://otc-cta.gc.ca/eng/air-transportation-guides?page=2,Air transportation guides | Canadian Transportation Agency,45.0,61.0,55.0,/air-transportation-guides
https://otc-cta.gc.ca/eng/privacy-impact-assessment-case-management-system,Privacy impact assessment – Case management system | Canadian Transportation Agency,45.0,57.0,69.0,/privacy-impact-assessment-case-management-system
https://otc-cta.gc.ca/eng/content/message-chair-international-day-persons-disabilities-2025,Message from the Chair for the International Day of Persons with Disabilities - 2025 | Canadian Transportation Agency,43.0,46.0,48.0,/content/message-chair-international-day-persons-disabilities-2025
https://otc-cta.gc.ca/eng/marine-transportation-news,Marine transportation news | Canadian Transportation Agency,43.0,48.0,45.0,/marine-transportation-news
https://otc-cta.gc.ca/eng/enforcement-action/everwin-travel-canada-inc,Access denied | Canadian Transportation Agency,42.0,42.0,42.0,/enforcement-action/everwin-travel-canada-inc
https://otc-cta.gc.ca/eng/publications?page=4,Publications | Canadian Transportation Agency,42.0,42.0,42.0,/publications
https://otc-cta.gc.ca/eng/publication/flight-delays-and-cancellations-a-guide?lv=true,Flight Delays and Cancellations: A Guide | Canadian Transportation Agency,40.0,40.0,40.0,/publication/flight-delays-and-cancellations-a-guide
https://otc-cta.gc.ca/eng/accessibility-plans,Accessibility plans | Canadian Transportation Agency,39.0,45.0,45.0,/accessibility-plans
https://otc-cta.gc.ca/eng/consultation/consultation-cta-approach-setting-regulated-interswitching-rates,Consultation on the CTA Approach to Setting Regulated Interswitching Rates | Canadian Transportation Agency,39.0,77.0,88.0,/consultation/consultation-cta-approach-setting-regulated-interswitching-rates
https://otc-cta.gc.ca/eng/members,Access denied | Canadian Transportation Agency,39.0,48.0,39.0,/members
