Page location,Page title,Total users,Views,Sessions,url_path
https://otc-cta.gc.ca/eng/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd?fbclid=IwdGRjcAOAPdFjbGNrA4A9xWV4dG4DYWVtAjExAHNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHg357K0C1UYKDjVmMYTQpdP9DoLZnSagHYLlGEkBf43X_sDe3uPoUZmn9nxX_aem_0bijJG9F2yJgD762l8ysKQ,Bakers Narrows Lodge (Bakers Narrows Air Service Ltd.) | Canadian Transportation Agency,12.0,13.0,12.0,/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd
https://otc-cta.gc.ca/eng/enforcement-action/canadian-rockies-international-airport,Access denied | Canadian Transportation Agency,12.0,12.0,12.0,/enforcement-action/canadian-rockies-international-airport
https://otc-cta.gc.ca/eng/enforcement-action/newleaf-travel-company-inc,Access denied | Canadian Transportation Agency,12.0,12.0,12.0,/enforcement-action/newleaf-travel-company-inc
https://otc-cta.gc.ca/eng/enforcement-action/pakistan-international-airlines-corporation,Access denied | Canadian Transportation Agency,12.0,12.0,12.0,/enforcement-action/pakistan-international-airlines-corporation
https://otc-cta.gc.ca/eng/enforcement-action/pakistan-international-airlines-corporation-1,Pakistan International Airlines Corporation | Canadian Transportation Agency,12.0,22.0,17.0,/enforcement-action/pakistan-international-airlines-corporation-1
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_from_nd&sort=desc,Notices of rail line discontinuance | Canadian Transportation Agency,12.0,12.0,12.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_railway&sort=desc,Notices of rail line discontinuance | Canadian Transportation Agency,12.0,12.0,14.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/publication/ferry-accessibility-persons-disabilities,Ferry Accessibility for Persons with Disabilities | Canadian Transportation Agency,12.0,11.0,13.0,/publication/ferry-accessibility-persons-disabilities
https://otc-cta.gc.ca/eng/publication/guide-railway-charges-crossing-maintenance-and-construction-2015,Access denied | Canadian Transportation Agency,12.0,11.0,12.0,/publication/guide-railway-charges-crossing-maintenance-and-construction-2015
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?cmp=apple-news_cbc-news,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,12.0,12.0,13.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?page=15,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,12.0,12.0,12.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/taxonomy/term/1298,Access denied | Canadian Transportation Agency,12.0,14.0,12.0,/taxonomy/term/1298
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations-highlights?hl=en-CA,Air Passenger Protection Regulations Highlights | Canadian Transportation Agency,11.0,16.0,13.0,/air-passenger-protection-regulations-highlights
https://otc-cta.gc.ca/eng/backgrounder-accessible-transportation-persons-with-disabilities-regulations,Accessible transportation | Canadian Transportation Agency,11.0,11.0,11.0,/backgrounder-accessible-transportation-persons-with-disabilities-regulations
https://otc-cta.gc.ca/eng/content/canadian-transportation-agency-announces-comprehensive-regulatory-review,Access denied | Canadian Transportation Agency,11.0,10.0,11.0,/content/canadian-transportation-agency-announces-comprehensive-regulatory-review
https://otc-cta.gc.ca/eng/content/new-refund-regulations-now-force/,New refund regulations now in force | Canadian Transportation Agency,11.0,11.0,12.0,/content/new-refund-regulations-now-force/
https://otc-cta.gc.ca/eng/décisions,Browse decisions and determinations | Canadian Transportation Agency,11.0,13.0,11.0,/décisions
https://otc-cta.gc.ca/eng/enforcement-action/air-saint-laurent-inc,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/air-saint-laurent-inc
https://otc-cta.gc.ca/eng/enforcement-action/elite-airways-llc,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/elite-airways-llc
https://otc-cta.gc.ca/eng/enforcement-action/flight-shops-inc-flight-center,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/flight-shops-inc-flight-center
https://otc-cta.gc.ca/eng/enforcement-action/golden-west-airlines-lcc,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/golden-west-airlines-lcc
https://otc-cta.gc.ca/eng/enforcement-action/jazz-aviation-lp,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/jazz-aviation-lp
https://otc-cta.gc.ca/eng/enforcement-action/kd-air-corporation,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/kd-air-corporation
https://otc-cta.gc.ca/eng/enforcement-action/med-jets-sa-cv-0,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/med-jets-sa-cv-0
https://otc-cta.gc.ca/eng/enforcement-action/provincial-helicopters-ltd,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/enforcement-action/provincial-helicopters-ltd
https://otc-cta.gc.ca/eng/enforcement-action/societe-air-france,Access denied | Canadian Transportation Agency,11.0,12.0,11.0,/enforcement-action/societe-air-france
https://otc-cta.gc.ca/eng/overview-compliance-monitoring-and-enforcement-activities,Access denied | Canadian Transportation Agency,11.0,11.0,11.0,/overview-compliance-monitoring-and-enforcement-activities
https://otc-cta.gc.ca/eng/publication/report-plans-and-priorities-2016-2017,Access denied | Canadian Transportation Agency,11.0,10.0,11.0,/publication/report-plans-and-priorities-2016-2017
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?field_date_of_issuance_value%5Bvalue%5D=undefined&cta_advanced_search_advanced=0&order=field_date_of_issuance&sort=asc&page=1,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,11.0,11.0,11.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?page=1,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,11.0,11.0,11.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/user,Log in | Canadian Transportation Agency,11.0,34.0,32.0,/user
https://otc-cta.gc.ca/eng/accessible-transportation-news?page=1,Accessible transportation news | Canadian Transportation Agency,10.0,10.0,10.0,/accessible-transportation-news
https://otc-cta.gc.ca/eng/air-transportation-news?page=1,Air transportation news | Canadian Transportation Agency,10.0,9.0,10.0,/air-transportation-news
https://otc-cta.gc.ca/eng/content/guidelines-submission-comments-ctas-air-transat-inquiry,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/content/guidelines-submission-comments-ctas-air-transat-inquiry
https://otc-cta.gc.ca/eng/enforcement-action/aeroflot-russian-airlines,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/aeroflot-russian-airlines
https://otc-cta.gc.ca/eng/enforcement-action/air-transat-at-inc-dba-air-transat,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/air-transat-at-inc-dba-air-transat
https://otc-cta.gc.ca/eng/enforcement-action/ascent-helicopters-ltd,Ascent Helicopters Ltd. | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/ascent-helicopters-ltd
https://otc-cta.gc.ca/eng/enforcement-action/business-jet-managers-inc,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/business-jet-managers-inc
https://otc-cta.gc.ca/eng/enforcement-action/compania-panamena-aviacion-sa-copa-airlines,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/compania-panamena-aviacion-sa-copa-airlines
https://otc-cta.gc.ca/eng/enforcement-action/dumont-aircraft-charter-llc,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/dumont-aircraft-charter-llc
https://otc-cta.gc.ca/eng/enforcement-action/med-jets-sa-cv-1,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/med-jets-sa-cv-1
https://otc-cta.gc.ca/eng/enforcement-action/mountain-aviation-inc-0,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/mountain-aviation-inc-0
https://otc-cta.gc.ca/eng/enforcement-action/north-star-air-ltd,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/north-star-air-ltd
https://otc-cta.gc.ca/eng/enforcement-action/sichuan-airlines-co-ltd-dba-sichuan-airlines,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/sichuan-airlines-co-ltd-dba-sichuan-airlines
https://otc-cta.gc.ca/eng/enforcement-action/westjet-5,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/enforcement-action/westjet-5
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_railway&sort=asc&,Notices of rail line discontinuance | Canadian Transportation Agency,10.0,11.0,12.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/publication/core-control-audit-canadian-transportation-agency,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/publication/core-control-audit-canadian-transportation-agency
https://otc-cta.gc.ca/eng/publication/future-oriented-statement-operations-years-ending-march-31-2014-and-march-31-2015,Access denied | Canadian Transportation Agency,10.0,13.0,10.0,/publication/future-oriented-statement-operations-years-ending-march-31-2014-and-march-31-2015
https://otc-cta.gc.ca/eng/publication/guide-railway-charges-crossing-maintenance-and-construction-2014,Access denied | Canadian Transportation Agency,10.0,12.0,11.0,/publication/guide-railway-charges-crossing-maintenance-and-construction-2014
https://otc-cta.gc.ca/eng/publication/quarterly-financial-report-quarter-ended-december-31-2014,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/publication/quarterly-financial-report-quarter-ended-december-31-2014
https://otc-cta.gc.ca/eng/taxonomy/term/1687,Access denied | Canadian Transportation Agency,10.0,22.0,11.0,/taxonomy/term/1687
https://otc-cta.gc.ca/eng/text-description-schematic,Access denied | Canadian Transportation Agency,10.0,10.0,10.0,/text-description-schematic
https://otc-cta.gc.ca/eng/types-contraventions-accessibility,Access denied | Canadian Transportation Agency,10.0,11.0,11.0,/types-contraventions-accessibility
https://otc-cta.gc.ca/eng/accessible-transportation-news?page=3,Accessible transportation news | Canadian Transportation Agency,9.0,9.0,9.0,/accessible-transportation-news
https://otc-cta.gc.ca/eng/consultation/accessible-transportation-consultation?order=field_published_date&sort=desc,Accessible transportation regulations | Canadian Transportation Agency,9.0,9.0,9.0,/consultation/accessible-transportation-consultation
https://otc-cta.gc.ca/eng/consultation/consultation-guide-applying-approval-construct-a-railway-line-and-indigenous-engagement?order=field_published_date&sort=desc,Consultation on the Guide on Applying for Approval to Construct a Railway Line and Indigenous Engagement Framework for Railway Line Construction | Canadian Transportation Agency,9.0,9.0,9.0,/consultation/consultation-guide-applying-approval-construct-a-railway-line-and-indigenous-engagement
https://otc-cta.gc.ca/eng/content/canadian-transportation-agency-issues-administrative-monetary-penalty-gc-aviation-0,The Canadian Transportation Agency issues administrative monetary penalty to GC Aviation | Canadian Transportation Agency,9.0,9.0,9.0,/content/canadian-transportation-agency-issues-administrative-monetary-penalty-gc-aviation-0
https://otc-cta.gc.ca/eng/enforcement-action/aerovias-mexico-sa-cv-1,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/aerovias-mexico-sa-cv-1
https://otc-cta.gc.ca/eng/enforcement-action/american-airlines-inc-0,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/american-airlines-inc-0
https://otc-cta.gc.ca/eng/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd?fbclid=IwQ0xDSwOAPUlleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeipmnBRYuu-yGpG6uDoEX5T8kDsX1cxR2-7SpS9DIoVPL_Wu3-0L5VTxj6Lk_aem_IKKQ8ofYXL05qaJ35suWqA,Bakers Narrows Lodge (Bakers Narrows Air Service Ltd.) | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd
https://otc-cta.gc.ca/eng/enforcement-action/fai-rent-a-jet-aktiengesellschaft,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/fai-rent-a-jet-aktiengesellschaft
https://otc-cta.gc.ca/eng/enforcement-action/grd-air-inc,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/grd-air-inc
https://otc-cta.gc.ca/eng/enforcement-action/handa-travel-services-limited,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/handa-travel-services-limited
https://otc-cta.gc.ca/eng/enforcement-action/jet-airways-india-limited,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/jet-airways-india-limited
https://otc-cta.gc.ca/eng/enforcement-action/lufthansa-aktiengesellschaft-lufthansa-german-airlines,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/lufthansa-aktiengesellschaft-lufthansa-german-airlines
https://otc-cta.gc.ca/eng/enforcement-action/primera-air-scandinavia-dba-primera-air,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/primera-air-scandinavia-dba-primera-air
https://otc-cta.gc.ca/eng/enforcement-action/saudi-arabian-airlines-corporation,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/saudi-arabian-airlines-corporation
https://otc-cta.gc.ca/eng/enforcement-action/westjet,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/westjet
https://otc-cta.gc.ca/eng/enforcement-action/winnipeg-airports-authority-0,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/enforcement-action/winnipeg-airports-authority-0
https://otc-cta.gc.ca/eng/enforcement-action/worldwide-aircraft-services-inc,"Worldwide Aircraft Services, Inc. | Canadian Transportation Agency",9.0,10.0,10.0,/enforcement-action/worldwide-aircraft-services-inc
https://otc-cta.gc.ca/eng/forward-regulatory-plan-2020-2022-minor-amendments-air-enforcement-related-regulations,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/forward-regulatory-plan-2020-2022-minor-amendments-air-enforcement-related-regulations
https://otc-cta.gc.ca/eng/publication/2014-2015-client-satisfaction-survey-report,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/publication/2014-2015-client-satisfaction-survey-report
https://otc-cta.gc.ca/eng/publication/backgrounder-air-canada-westjet-and-air-transats-international-tariffs-and-air-canada,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/publication/backgrounder-air-canada-westjet-and-air-transats-international-tariffs-and-air-canada
https://otc-cta.gc.ca/eng/publication/departmental-performance-report-2014-2015-supplementary-information-tables,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/publication/departmental-performance-report-2014-2015-supplementary-information-tables
https://otc-cta.gc.ca/eng/publication/ministerial-inquiry-allergies-peanuts-nuts-and-sesame-seeds-commercial-air-travel-report ,"Ministerial Inquiry into Allergies to Peanuts, Nuts and Sesame Seeds in Commercial Air Travel - Report of the Inquiry Officer | Canadian Transportation Agency",9.0,14.0,16.0,/publication/ministerial-inquiry-allergies-peanuts-nuts-and-sesame-seeds-commercial-air-travel-report 
https://otc-cta.gc.ca/eng/publication/performance-measurement-framework,Access denied | Canadian Transportation Agency,9.0,9.0,9.0,/publication/performance-measurement-framework
https://otc-cta.gc.ca/eng/publications?page=23,Publications | Canadian Transportation Agency,9.0,9.0,9.0,/publications
https://otc-cta.gc.ca/eng/rail-transportation-news?page=2,Rail transportation news | Canadian Transportation Agency,9.0,10.0,9.0,/rail-transportation-news
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations?lid=u2g42fpfhito,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,8.0,8.0,8.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/consultation/2024-interswitching-consultation?order=field_published_date&sort=asc,2024 Interswitching consultation | Canadian Transportation Agency,8.0,8.0,8.0,/consultation/2024-interswitching-consultation
https://otc-cta.gc.ca/eng/consultation/air-transportation-consultation?order=field_published_date&sort=desc,Air transportation regulations | Canadian Transportation Agency,8.0,8.0,8.0,/consultation/air-transportation-consultation
https://otc-cta.gc.ca/eng/consultation/baffinland-steensby-railway-consultation?order=field_submitted_comments&sort=desc,Baffinland Steensby Railway Consultation | Canadian Transportation Agency,8.0,9.0,8.0,/consultation/baffinland-steensby-railway-consultation
https://otc-cta.gc.ca/eng/content/chair-and-ceo-scott-streiner-addresses-standing-committee-transport-infrastructure-and-0,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/content/chair-and-ceo-scott-streiner-addresses-standing-committee-transport-infrastructure-and-0
https://otc-cta.gc.ca/eng/content/notice-oral-hearing-west-vancouver-vs-cn,Access denied | Canadian Transportation Agency,8.0,7.0,8.0,/content/notice-oral-hearing-west-vancouver-vs-cn
https://otc-cta.gc.ca/eng/enforcement-action/air-canada-2,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/air-canada-2
https://otc-cta.gc.ca/eng/enforcement-action/airmedic-inc,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/airmedic-inc
https://otc-cta.gc.ca/eng/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd?fbclid=IwY2xjawOAMD9leHRuA2FlbQIxMQBzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEesOqTMPDiRNMq2E2KS6-7IHdlXKYKThsFawCpVEFuPfakTQarXmJ54Poz33Q_aem_zj-g6JH9Ub6EC8DwNl2i7w,Bakers Narrows Lodge (Bakers Narrows Air Service Ltd.) | Canadian Transportation Agency,8.0,9.0,9.0,/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd
https://otc-cta.gc.ca/eng/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd?fbclid=IwZnRzaAOD0BhleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeO106kHGsB2pnq07otvxq4xHcuYWvUn0unmXfLBus-8iYsLqePvf9vICEkLk_aem_dwROLB87EDTg4JuXLY7Tvw,Bakers Narrows Lodge (Bakers Narrows Air Service Ltd.) | Canadian Transportation Agency,8.0,10.0,9.0,/enforcement-action/bakers-narrows-lodge-bakers-narrows-air-service-ltd
https://otc-cta.gc.ca/eng/enforcement-action/ei-ai-israel-airlines-ltd,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/ei-ai-israel-airlines-ltd
https://otc-cta.gc.ca/eng/enforcement-action/polskie-linie-lotnicze-lot-sa-lot-polish-airlines-sa,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/polskie-linie-lotnicze-lot-sa-lot-polish-airlines-sa
https://otc-cta.gc.ca/eng/enforcement-action/suvara-travels-canada-inc-ticketpilotca,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/suvara-travels-canada-inc-ticketpilotca
https://otc-cta.gc.ca/eng/enforcement-action/touram-limited-partnership,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/touram-limited-partnership
https://otc-cta.gc.ca/eng/enforcement-action/touram-limited-partnership-0,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/touram-limited-partnership-0
https://otc-cta.gc.ca/eng/enforcement-action/wasaya-airways-limited-wasaya-airways,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/enforcement-action/wasaya-airways-limited-wasaya-airways
https://otc-cta.gc.ca/eng/enforcement-action/winnipeg-airports-authority,Access denied | Canadian Transportation Agency,8.0,12.0,8.0,/enforcement-action/winnipeg-airports-authority
https://otc-cta.gc.ca/eng/long-descriptions-annual-report-2010-2011,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/long-descriptions-annual-report-2010-2011
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?&order=field_railway&sort=desc,Notices of rail line discontinuance | Canadian Transportation Agency,8.0,8.0,8.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?order=field_railway&sort=asc&wbdisable=false,Notices of rail line discontinuance | Canadian Transportation Agency,8.0,8.0,8.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/notices-rail-line-discontinuance?wbdisable=false&order=field_railway&sort=desc,Notices of rail line discontinuance | Canadian Transportation Agency,8.0,8.0,8.0,/notices-rail-line-discontinuance
https://otc-cta.gc.ca/eng/publication/compliance-report-multiple-format-policy,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/publication/compliance-report-multiple-format-policy
https://otc-cta.gc.ca/eng/publication/financial-statements-period-ended-march-31-2014,Access denied | Canadian Transportation Agency,8.0,8.0,8.0,/publication/financial-statements-period-ended-march-31-2014
https://otc-cta.gc.ca/eng/publication/guide-railway-charges-crossing-maintenance-and-construction-2017,Access denied | Canadian Transportation Agency,8.0,10.0,10.0,/publication/guide-railway-charges-crossing-maintenance-and-construction-2017
https://otc-cta.gc.ca/eng/publication/requests-additional-filings-after-close-pleadings,Access denied | Canadian Transportation Agency,8.0,7.0,8.0,/publication/requests-additional-filings-after-close-pleadings
https://otc-cta.gc.ca/eng/publication/service-dogs-a-guide?wbdisable=false,Service dogs: A Guide | Canadian Transportation Agency,8.0,8.0,8.0,/publication/service-dogs-a-guide
https://otc-cta.gc.ca/eng/publications/ann-rpt/2001/6_e.html?wbdisable=false&0=&1=&2=&3=&4=&5=&6=&7=&8=&9=&10=&11=&12=&13=&14=&15=&16=&17=&18=&19=&20=&21=&22=&23=&24=&25=&26=&27=&28=&29=&30=&31=&32=&33=&34=&35=&36=&37=&38=&39=&40=&41=&42=&43=&44=&45=&46=&47=&48=&49=&50=&51=&52=&53=&54=&55=&56=&57=&58=&59=&60=&61=&62=&63=&64=&65=&66=&67=&68=&69=&70=&71=&72=&73=&74=&75=&76=&77=&78=&79=&80=&81=&82=&83=&84=&85=&86=&87=&88=&89=&90=&91=&92=&93=&94=&95=&96=&97=&98=&99=&100=&101=&102=&103=&104=&105=&106=&107=&108=&109=&110=&111=&112=&113=&114=&115=&116=&117=&118=&119=&120=&121=&122=&123=&124=&125=&126=&127=&page=18&128=&129=&130=&131=&132=&133=&134=&135=&136=&137=&138=&139=&140=&141=&142=&143=&144=&145=&146=&147=&148=&149=&150=&151=&152=&153=&154=&155=&156=&157=&158=&159=&160=&161=&162=&163=&164=&165=&166=&167=&168=&169=&170=&171=&172=&173=&174=&175=&176=&177=&178=&179=&180=&181=&182=&183=&184=&185=&186=&187=&188=&189=&190=&191=&192=&193=&194=&195=&196=&197=&198=&199=&200=&201=&202=&203=&204=&,Publications | Canadian Transportation Agency,8.0,8.0,8.0,/publications/ann-rpt/2001/6_e.html
https://otc-cta.gc.ca/eng/qa-maximum-revenue-entitlement-transportation-western-grain,Access denied | Canadian Transportation Agency,8.0,11.0,8.0,/qa-maximum-revenue-entitlement-transportation-western-grain
https://otc-cta.gc.ca/eng/submissions-consultation-proposal-air-travel-complaints-fee?cmp=apple-news_cbc-news,Submissions: Consultation on Proposal for Air Travel Complaints Fee | Canadian Transportation Agency,8.0,10.0,8.0,/submissions-consultation-proposal-air-travel-complaints-fee
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?field_date_of_issuance_value%5Bvalue%5D=&cta_advanced_search_advanced=0&order=field_date_of_issuance&sort=asc&page=15,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,8.0,20.0,14.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?page=10,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,8.0,8.0,8.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?page=28,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,8.0,8.0,8.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?page=4,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,8.0,8.0,8.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/summaries-enforcement-actions?page=5,Notices of Violations issued by CTA's enforcement officers | Canadian Transportation Agency,8.0,8.0,8.0,/summaries-enforcement-actions
https://otc-cta.gc.ca/eng/transfer-and-discontinuance-railway-lines?order=field_effective_date_nd&sort=desc,Transfer and discontinuance of railway lines | Canadian Transportation Agency,8.0,8.0,9.0,/transfer-and-discontinuance-railway-lines
https://otc-cta.gc.ca/eng/accessibility-guidelines-small-aircraft,Accessibility Guidelines for Small Aircraft - Services for persons with disabilities on aircraft with 29 and fewer passenger seats | Canadian Transportation Agency,7.0,8.0,7.0,/accessibility-guidelines-small-aircraft
https://otc-cta.gc.ca/eng/accessible-transportation-persons-disabilities-regulations?lid=hiwigtmlwj3l,Accessible Transportation for Persons with Disabilities Regulations | Canadian Transportation Agency,7.0,7.0,7.0,/accessible-transportation-persons-disabilities-regulations
https://otc-cta.gc.ca/eng/air-passenger-protection-regulations-highlights?wbdisable=false,Air Passenger Protection Regulations Highlights | Canadian Transportation Agency,7.0,7.0,7.0,/air-passenger-protection-regulations-highlights
https://otc-cta.gc.ca/eng/blog/moving-ahead,Moving ahead | Canadian Transportation Agency,7.0,6.0,7.0,/blog/moving-ahead
https://otc-cta.gc.ca/eng/complaint-and-dispute-resolution?wbdisable=false,Complaint and dispute resolution | Canadian Transportation Agency,7.0,7.0,7.0,/complaint-and-dispute-resolution
https://otc-cta.gc.ca/eng/compliance-monitoring-and-enforcement,Compliance monitoring and enforcement | Canadian Transportation Agency,7.0,7.0,7.0,/compliance-monitoring-and-enforcement
https://otc-cta.gc.ca/eng/consultation/2024-interswitching-consultation?order=field_published_date&sort=desc,2024 Interswitching consultation | Canadian Transportation Agency,7.0,7.0,7.0,/consultation/2024-interswitching-consultation
https://otc-cta.gc.ca/eng/consultation/accessible-transportation-consultation?order=field_published_date&sort=asc,Accessible transportation regulations | Canadian Transportation Agency,7.0,7.0,7.0,/consultation/accessible-transportation-consultation
https://otc-cta.gc.ca/eng/content/canadian-transportation-agency-launches-inquiry-air-transat-tarmac-delays,Access denied | Canadian Transportation Agency,7.0,7.0,9.0,/content/canadian-transportation-agency-launches-inquiry-air-transat-tarmac-delays
https://otc-cta.gc.ca/eng/content/milton-logistics-hub-project-establishment-review-panel,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/content/milton-logistics-hub-project-establishment-review-panel
https://otc-cta.gc.ca/eng/content/weaker-canadian-dollar-results-above-average-increase-volume-related-composite-price-index,Access denied | Canadian Transportation Agency,7.0,6.0,7.0,/content/weaker-canadian-dollar-results-above-average-increase-volume-related-composite-price-index
https://otc-cta.gc.ca/eng/enforcement-action/734758-ontario-ltd-flightnetworkcom-0,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/enforcement-action/734758-ontario-ltd-flightnetworkcom-0
https://otc-cta.gc.ca/eng/enforcement-action/aerodynamics-inc,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/enforcement-action/aerodynamics-inc
https://otc-cta.gc.ca/eng/enforcement-action/air-india-limited,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/enforcement-action/air-india-limited
https://otc-cta.gc.ca/eng/enforcement-action/air-new-zealand-limited,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/enforcement-action/air-new-zealand-limited
https://otc-cta.gc.ca/eng/enforcement-action/air-transat-at-inc-dba-air-transat-0,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/enforcement-action/air-transat-at-inc-dba-air-transat-0
https://otc-cta.gc.ca/eng/enforcement-action/alaska-airlines-inc,Access denied | Canadian Transportation Agency,7.0,7.0,7.0,/enforcement-action/alaska-airlines-inc
https://otc-cta.gc.ca/eng/enforcement-action/american-airlines-inc-9,"American Airlines, Inc. | Canadian Transportation Agency",7.0,10.0,9.0,/enforcement-action/american-airlines-inc-9
